title,author,first_publish_year,rating,author_encoded
The Adventures of Captain Underpants,Dav Pilkey,1997,5.0,22
Rodrick Rules,Jeff Kinney,2007,5.0,12
The Story of Ferdinand,Munro Leaf,1936,4.0,1
The mysterious Mr Quin,Agatha Christie,1930,4.0,85
The Haunted Bookshop,Christopher Morley,1919,5.0,2
La guerra del fin del mundo,Mario Vargas Llosa,1981,4.0,16
A Canticle for Leibowitz,Walter M. Miller Jr.,1959,5.0,1
A Confederacy of Dunces,John Kennedy Toole,1980,3.89,1
The Duel and Other Stories [8 stories],Антон Павлович Чехов,1916,5.0,13
Parnassus on Wheels,Christopher Morley,1917,4.0,2
Little Bear,Else Holmelund Minarik,1957,5.0,5
Собачье сердце,Михаил Афанасьевич Булгаков,1968,5.0,3
Cat's Cradle,Kurt Vonnegut,1963,5.0,11
Superfudge,Judy Blume,1972,5.0,17
The Nine Tailors,Dorothy L. Sayers,1934,5.0,13
The Eye of the World (The Wheel of Time Book 1),Robert Jordan,1990,5.0,15
Novels (Adventures of Huckleberry Finn / Adventures of Tom Sawyer),Mark Twain,1922,4.0,25
L'exil et le royaume,Albert Camus,1951,5.0,6
Manalive,Gilbert Keith Chesterton,1912,5.0,15
Ubik,Philip K. Dick,1969,4.0,18
A Streetcar Named Desire,Tennessee Williams,1947,3.98,3
The Mysterious Stranger and Other Stories (7 works),Mark Twain,1916,4.0,25
Airport,Arthur Hailey,1900,4.0,9
"Bliss, and other stories",Katherine Mansfield,1900,4.0,1
Tropic of Capricorn,Henry Miller,1939,4.0,3
The Velveteen Rabbit,Margery Williams Bianco,1900,4.31,1
The Chosen,Chaim Potok,1966,4.0,2
Berlin Alexanderplatz,Alfred Döblin,1929,4.0,2
Dune Messiah,Frank Herbert,1969,5.0,11
Triplanetary,E. D. Smith,1948,5.0,1
Doctor Faustus,Thomas Mann,1947,5.0,9
Sphere,Michael Crichton,1980,5.0,18
Down and Out in Paris and London,George Orwell,1933,4.0,10
The Plains of Passage,Jean M. Auel,1990,5.0,6
The Rainmaker,John Grisham,1995,4.0,31
Cat's Eye,Margaret Atwood,1988,5.0,15
The Golden Notebook,Doris Lessing,1962,4.0,8
Dragonflight,Anne McCaffrey,1968,4.0,25
The Edible Woman,Margaret Atwood,1969,4.0,15
The Haunting of Hill House,Shirley Jackson,1959,3.82,3
The Tombs of Atuan,Ursula K. Le Guin,1971,4.0,15
骆驼祥子,老舍,1945,4.0,1
The Tale of Mrs. Tiggy-Winkle,Beatrix Potter,1905,4.0,21
Random harvest,James Hilton,1941,4.0,1
The Five Red Herrings,Dorothy L. Sayers,1931,4.0,13
The Road,Cormac McCarthy,2006,3.99,6
The magic barrel,Bernard Malamud,1953,5.0,5
All the Light We Cannot See,Anthony Doerr,2014,4.31,2
The Snowy Day,Ezra Jack Keats,1962,4.0,3
Their Eyes Were Watching God,Zora Neale Hurston,1937,3.99,2
The Gruffalo's Child,Julia Donaldson,2004,5.0,14
The Centaur,Algernon Blackwood,1911,5.0,3
Ben-Hur,Lewis Wallace,1961,5.0,1
"Bartleby, the Scrivener",Herman Melville,1966,5.0,9
"Tarzan Triumphant (Ballantine 21909, #15)",Edgar Rice Burroughs,1931,4.0,30
The Yearling,Marjorie Kinnan Rawlings,1938,5.0,1
Night Shift,Stephen King,1960,4.0,70
The talisman,Stephen King,1925,5.0,70
The Stone Diaries,Carol Shields,1993,4.0,5
Jalna,Mazo de la Roche,1923,4.0,4
The power and the Glory,Graham Greene,1940,4.0,20
Journal d'un curé de campagne,Georges Bernanos,1936,5.0,2
El general en su laberinto,Gabriel García Márquez,1989,5.0,13
Make Way for Ducklings,Robert McCloskey,1941,5.0,2
Astérix et Cléopâtre,René Goscinny,1965,4.0,17
Where's Spot?,Eric Hill,1980,5.0,2
The ballad of the white horse,Gilbert Keith Chesterton,1911,5.0,15
Saving Faith,David Baldacci,1999,4.0,36
The Ugly American,William J. Lederer,1958,5.0,1
A kidnapped Santa Claus,L. Frank Baum,1969,5.0,18
Memoirs of a Fox-Hunting Man,Siegfried Sassoon,1928,4.0,1
The Andromeda Strain,Michael Crichton,1969,4.0,18
The Hundred and One Dalmatians,Dodie Smith,1956,4.0,2
Just so stories for little children. Stalky & Co.,Rudyard Kipling,1902,5.0,21
My Secret Life,Walter,1966,5.0,1
Four Past Midnight,Stephen King,1990,5.0,70
Shutter Island,Dennis Lehane,2003,4.13,13
Timeline,Michael Crichton,1999,5.0,18
Prey,Michael Crichton,2002,4.0,18
Heart is a lonely hunter,Carson McCullers,1940,4.0,3
The Remains of the Day,Kazuo Ishiguro,1989,4.14,8
The Singing Sands (Inspector Alan Grant #6),Josephine Tey,1952,4.0,8
Sylvester and the magic pebble,William Steig,1969,5.0,9
The Phantom Tollbooth,Norton Juster,1961,4.2,1
Little Fuzzy,H. Beam Piper,1961,5.0,4
A Coffin for Dimitrios,Eric Ambler,1939,4.0,10
Christine,Stephen King,1983,5.0,70
The Star Rover,Jack London,1915,4.0,22
Artemis Fowl and the Eternity Code,Eoin Colfer,2003,5.0,13
Graustark,George Barr McCutcheon,1901,4.0,5
El Aleph,Jorge Luis Borges,1949,4.0,5
When we were very young,A. A. Milne,1924,5.0,10
The Hunt for Red October,Tom Clancy,1984,5.0,12
Surfacing,Margaret Atwood,1972,5.0,15
Neuromancer,William Gibson,1984,5.0,8
The Little Tin Soldier,Hans Christian Andersen,1900,5.0,9
"Ramona Quimby, Age 8",Beverly Cleary,1981,4.0,24
"Are You There God? It's Me, Margaret.",Judy Blume,1970,5.0,17
"Right Ho, Jeeves",P. G. Wodehouse,1934,4.0,32
"Tarzan, Lord of the Jungle (Tarzan, Book 11)",Edgar Rice Burroughs,1928,4.0,30
The Watsons,Jane Austen,1923,4.0,14
Chance,Joseph Conrad,1913,4.0,21
Doce cuentos peregrinos,Gabriel García Márquez,1992,5.0,13
Sunshine sketches of a little town,Stephen Leacock,1900,5.0,1
The Day of the Triffids,John Wyndham,1951,5.0,5
Der Schatz der Sierra Madre,B. Traven,1927,5.0,3
4 Plays (Вишнёвый сад / Дядя Ваня / Три сестры / Чайка),Антон Павлович Чехов,1946,4.0,13
The Testament,John Grisham,1999,4.0,31
The Farthest Shore,Ursula K. Le Guin,1972,4.0,15
The Collector,John Fowles,1963,4.0,4
As I Lay Dying,William Faulkner,1915,3.72,12
Eragon,Christopher Paolini,1998,5.0,3
The Story of Little Black Sambo,Helen Bannerman,1900,4.0,1
La planète des singes,Pierre Boulle,1963,4.0,2
The Chronicles of Narnia,C.S. Lewis,1970,4.0,14
Room on the Broom,Julia Donaldson,2001,4.0,14
Burmese Days,George Orwell,1934,5.0,10
Alexander's bridge,Willa Cather,1912,4.0,9
Giovanni's Room,James Baldwin,1956,5.0,6
The Giraffe and the Pelly and Me,Roald Dahl,1985,5.0,22
Stardust,Neil Gaiman,1997,4.1,15
Cell,Stephen King,2006,5.0,70
"Escape on Venus (Carson Napier Adventures #4) (Ace SF Classic, 21561)",Edgar Rice Burroughs,1946,4.0,30
Anna of the Five Towns,Arnold Bennett,1902,5.0,8
So Big,Edna Ferber,1920,4.0,4
The Eagle Has Landed,Jack Higgins,1975,5.0,3
The Custom of the Country,Edith Wharton,1900,5.0,9
Have his carcase,Dorothy L. Sayers,1932,4.0,13
Seventeen,Booth Tarkington,1916,5.0,5
Иванов,Антон Павлович Чехов,1923,4.0,13
The Four Million,O. Henry,1906,4.0,6
War and remembrance,Herman Wouk,1978,5.0,9
The End of Eternity,Isaac Asimov,1955,5.0,25
The mirror of the sea,Joseph Conrad,1906,5.0,21
A Clash of Kings,George R. R. Martin,1998,4.0,10
The Fountainhead,Ayn Rand,1943,3.89,4
Julie of the Wolves,Jean Craighead George,1972,5.0,2
The Dark Half,Stephen King,1989,5.0,70
The Five People You Meet in Heaven,Mitch Albom,2003,4.0,5
Tintenherz,Cornelia Funke,2003,5.0,5
Vios ke Politia tou Alexi Zorba,Nikos Kazantzakis,1952,5.0,5
"I, Claudius",Robert Graves,1934,5.0,3
No Highway,Nevil Shute,1948,4.0,8
"The Secret Diary of Adrian Mole, Aged 13 3/4",Sue Townsend,1982,5.0,3
The Celestine Prophecy - An Adventure,James Redfield,1993,5.0,3
Psmith Journalist,P. G. Wodehouse,1915,4.0,32
An Unsuitable Job for a Woman,P. D. James,1972,5.0,19
Astérix Gladiateur,René Goscinny,1964,5.0,17
Petals on the Wind,V. C. Andrews,1980,5.0,25
Something Wicked This Way Comes,Ray Bradbury,1962,3.9,9
Poirot's Early Cases,Agatha Christie,1963,5.0,85
Žert,Milan Kundera,1967,5.0,12
1st to Die,James Patterson,2001,4.0,101
Different Seasons,Stephen King,1982,4.36,70
Everything's Eventual. 14 Dark Tales,Stephen King,2002,4.0,70
Harriet the Spy,Louise Fitzhugh,1960,5.0,2
The Children of Húrin,J.R.R. Tolkien,2001,4.0,14
Frog and Toad Are Friends,Arnold Lobel,1920,5.0,9
The Danger Mark,Robert W. Chambers,1909,5.0,2
Yu-Gi-Oh!,Kazuki Takahashi,1997,5.0,1
Bonheur d'occasion,Gabrielle Roy,1945,4.0,1
The Day of the Locust,Nathanael West,1939,4.0,3
The Prime of Miss Jean Brodie,Muriel Spark,1961,4.0,3
Mort,Terry Pratchett,1987,4.0,54
The Light Fantastic,Terry Pratchett,1986,5.0,54
Go Tell It on the Mountain,James Baldwin,1952,5.0,6
Swallows and Amazons,Arthur Michell Ransome,1930,5.0,2
The Street Lawyer,John Grisham,1989,4.0,31
Cover Her Face,P. D. James,1962,4.0,19
Red Dragon,Thomas Harris,1981,4.0,5
The Joy Luck Club,Amy Tan,1989,3.97,4
Starship Troopers,Robert A. Heinlein,1959,4.01,28
Тихий Дон,Mikhail Aleksandrovich Sholokhov,1900,4.0,2
A Painted House,John Grisham,2000,4.0,31
Esio Trot,Roald Dahl,1990,5.0,22
The Long Haul,Jeff Kinney,2000,5.0,12
The Mouse and the Motorcycle,Beverly Cleary,1965,5.0,24
The scapegoat,Daphne du Maurier,1900,4.0,6
La increíble y triste historia de la cándida Eréndira y de su abuela desalmada,Gabriel García Márquez,1972,5.0,13
Reptile Room,Lemony Snicket,1999,5.0,14
Jaws,Peter Benchley,1973,5.0,2
The Grass Harp,Truman Capote,1951,5.0,6
The Tommyknockers,Stephen King,1985,5.0,70
The dark is rising,Susan Cooper,1972,4.0,7
"Cry, the Beloved Country",Alan Paton,1940,3.92,1
Jonathan Livingston Le Goeland,Richard Bach,1970,5.0,2
Cold Comfort Farm,Stella Gibbons,1932,5.0,1
Passing,Nella Larsen,1929,5.0,1
Invisible Man,Ralph Ellison,1952,3.92,1
The Caves of Steel,Isaac Asimov,1953,4.0,25
Dinosaurs Before Dark,Mary Pope Osborne,1992,5.0,28
"Absalom, Absalom!",William Faulkner,1936,3.98,12
Livro do desassossego,Fernando Pessoa,1900,4.0,1
"Winesburg, Ohio",Sherwood Anderson,1919,4.0,1
Winnie the witch,Valerie Thomas,1987,5.0,2
The Tale of Tom Kitten,Beatrix Potter,1907,4.0,21
The Grand Babylon Hotel,Arnold Bennett,1902,4.0,8
Typhoon,Joseph Conrad,1902,5.0,21
Двенадцать стульев,Илья Арнольдович Ильф,1938,4.0,1
The Shell Seekers,Rosamunde Pilcher,1920,4.19,12
Ein Haus in Irland,Maeve Binchy,1988,5.0,19
Zoya,Danielle Steel,1980,5.0,30
L’Espoir,André Malraux,1937,5.0,2
Goodbye to Berlin,Christopher Isherwood,1939,5.0,5
The Adventure of the Speckled Band,Arthur Conan Doyle,1912,4.0,24
Insomnia,Stephen King,1994,5.0,70
The God of Small Things,Arundhati Roy,1997,3.96,2
Le parfum de la dame en noir,Gaston Leroux,1908,5.0,3
A Lost Lady,Willa Cather,1923,5.0,9
Dandelion Wine,Ray Bradbury,1946,4.09,9
The Bluest Eye,Toni Morrison,1970,4.12,10
Looking for Alaska,John Green,2005,3.96,6
Cabin Fever,Jeff Kinney,2007,5.0,12
Americanah,Chimamanda Ngozi Adichie,1969,5.0,4
Bekenntnisse des Hochstaplers Felix Krull,Thomas Mann,1924,5.0,9
La hojarasca,Gabriel García Márquez,1954,5.0,13
The King Must Die,Mary Renault,1952,4.0,6
The Black Tower,P. D. James,1975,4.0,19
The Purple Cloud,M. P. Shiel,1901,4.0,1
Gerald's Game,Stephen King,1992,5.0,70
Tom's Midnight Garden,Philippa Pearce,1958,5.0,1
Rose Madder,Stephen King,1995,5.0,70
Guards! Guards!,Terry Pratchett,1989,5.0,54
Unnatural Death,Dorothy L. Sayers,1927,4.0,13
El hablador,Mario Vargas Llosa,1987,5.0,16
Tales of a Fourth Grade Nothing,Judy Blume,1972,5.0,17
On the Banks of Plum Creek,Laura Ingalls Wilder,1937,5.0,9
Freckles,Gene Stratton-Porter,1904,5.0,6
Circle of Friends,Maeve Binchy,1990,5.0,19
Unfinished Tales of Númenor and Middle-earth,J.R.R. Tolkien,1980,4.0,14
Bring Up the Bodies,Hilary Mantel,2012,5.0,6
Roseanna,Maj Sjöwall,1967,4.0,10
Hearts in Atlantis,Stephen King,1998,4.0,70
Whirligigs,O. Henry,1910,4.0,6
The Crisis,Winston Churchill,1901,4.0,2
Youth,Joseph Conrad,1900,4.0,21
Die unendliche Geschichte,Michael Ende,1979,5.0,3
ノルウェイの森,村上春樹,1987,5.0,13
Wonder,R. J. Palacio,2001,5.0,1
Because of Winn-Dixie,Kate DiCamillo,2000,4.1,6
El Zorro,Isabel Allende,2005,5.0,17
Verlorene Ehre der Katharina Blum,Heinrich Böll,1974,4.0,2
The First Circle,Александр Исаевич Солженицын,1968,5.0,4
Where the Red Fern Grows,Wilson Rawls,1961,4.12,1
Origin,Dan Brown,2013,4.0,6
The Man from St. Petersburg,Ken Follett,1982,5.0,20
Farmer Giles of Ham,J.R.R. Tolkien,1949,4.0,14
A Certain Justice,P. D. James,1997,5.0,19
Killing floor,Lee Child,1997,4.0,24
The Foundation Trilogy,Isaac Asimov,1950,5.0,25
Trollkarlens hatt,Tove Jansson,1950,5.0,9
When Hitler stole Pink Rabbit,Judith Kerr,1971,4.0,4
Män som hatar kvinnor,Stieg Larsson,2005,5.0,3
"Golden Fleece and the Heroes Who Lived Before Achilles, The",Padraic Colum,1921,5.0,1
La Petite Sirene (French Well Loved Tales),Hans Christian Andersen,1935,5.0,9
Death of a Expert Witness,P. D. James,1977,5.0,19
Unnatural Causes,P. D. James,1900,4.0,19
Rendezvous with Rama,Arthur C. Clarke,1973,4.0,12
I am Legend,Richard Matheson,1954,5.0,3
Studs Lonigan,James T. Farrell,1932,4.0,2
Tortilla Flat,John Steinbeck,1935,4.0,18
El Club Dumas,Arturo Pérez-Reverte,1993,4.0,14
The Black Moth,Georgette Heyer,1921,5.0,23
Rising Sun,Michael Crichton,1991,5.0,18
Intensity,Dean Koontz,1987,4.0,48
Wild Swans,Jung Chang,1991,4.0,1
The Shipping News,Annie Proulx,1993,3.88,6
Middlesex,Jeffrey Eugenides,2002,4.04,3
Ramona the Pest,Beverly Cleary,1968,5.0,24
Old School,Jeff Kinney,1997,5.0,12
Green Eggs and Ham,Dr. Seuss,1960,4.31,16
The Tiger in the Smoke,Margery Allingham,1952,4.0,14
Dear Mr. Henshaw,Beverly Cleary,1983,4.0,24
Sula,Toni Morrison,1973,4.0,10
Cricket in Times Square,George Selden,1960,5.0,1
Five Go Adventuring Again,Enid Blyton,1943,5.0,38
The Rainbow Trail,Zane Grey,1915,5.0,8
The Bell,Iris Murdoch,1958,5.0,9
The Financier,Theodore Dreiser,1912,4.0,4
The moon is a harsh mistress,Robert A. Heinlein,1965,4.0,28
Adventure,Jack London,1911,4.0,22
The Son of Tarzan,Edgar Rice Burroughs,1916,5.0,30
The King of Torts,John Grisham,1999,4.0,31
The unpleasantness at the Bellona Club,Dorothy L. Sayers,1928,4.0,13
A View from the Bridge,Arthur Miller,1955,4.0,4
Whiteoaks of Jalna,Mazo de la Roche,1929,5.0,4
Aspects of the novel,Edward Morgan Forster,1927,5.0,7
Mystic river,Dennis Lehane,2001,4.0,13
Michael Kohlhaas,Heinrich von Kleist,1902,5.0,1
Sex and the City,Candace Bushnell,1996,4.0,7
El Honor del Silencio,Danielle Steel,1996,5.0,30
Inés del alma mía,Isabel Allende,2006,5.0,17
Relato de un náufrago,Gabriel García Márquez,1970,5.0,13
Shroud for a Nightingale,P. D. James,1971,5.0,19
Our Mr. Wrenn (The Romantic Adventures of A Gentle Man),Sinclair Lewis,1914,4.0,7
A Thousand Splendid Suns,Khaled Hosseini,2007,4.45,3
Mostly Harmless,Douglas Adams,1991,5.0,8
Frog and Toad Together,Arnold Lobel,1971,5.0,9
The Battle of the Labyrinth,Rick Riordan,2005,5.0,18
Last Man Standing,David Baldacci,2001,5.0,36
Caddie Woodlawn,Carol Ryrie Brink,1935,5.0,1
Runaway Ralph,Beverly Cleary,1970,5.0,24
Double Down,Jeff Kinney,2007,5.0,12
Bridget Jones,Helen Fielding,1999,4.0,4
La ciudad de las bestias,Isabel Allende,2002,5.0,17
La verdad sobre el caso Savolta,Eduardo Mendoza,1975,5.0,1
With the Turks in Palestine,Alexander Aaronsohn,1916,5.0,1
The Wide Window,Lemony Snicket,2000,5.0,14
The House with the Green Shutters,George Douglas Brown,1901,4.0,1
The emperor's new clothes,Hans Christian Andersen,1945,4.0,9
The King's General,Daphne du Maurier,1900,5.0,6
Atlas Shrugged,Ayn Rand,1936,3.69,4
The Flying Inn,Gilbert Keith Chesterton,1914,5.0,15
The Grass is Singing,Doris Lessing,1950,4.0,8
If There Be Thorns,V. C. Andrews,1981,5.0,25
Joseph und seine Brüder,Thomas Mann,1934,5.0,9
First Among Equals,Jeffrey Archer,1984,4.0,24
The Winds of War,Herman Wouk,1971,5.0,9
The Long Winter,Laura Ingalls Wilder,1940,4.0,9
The Hate U Give,Angie Thomas,2017,5.0,1
Corduroy,Don Freeman,1968,4.0,2
Frederick,Leo Lionni,1963,5.0,8
Tale of Despereaux,Kate DiCamillo,2003,5.0,6
Mary Wakefield,Mazo de la Roche,1949,5.0,4
Kareshi Kanojo no jijou,Masami Tsuda,2002,5.0,1
Maria Chapdelaine,Louis Hémon,1916,4.0,1
Dragonquest,Anne McCaffrey,1971,4.0,25
Call It Courage,Armstrong Sperry,1940,5.0,1
Baby Einstein,Julie Aigner-Clark,2001,5.0,1
The Naked Sun,Isaac Asimov,1954,4.0,25
The Brethren,John Grisham,2000,5.0,31
Memento Mori,Muriel Spark,1958,4.0,3
"Other Voices, Other Rooms",Truman Capote,1948,5.0,6
Equal Rites,Terry Pratchett,1987,4.0,54
The simple truth,David Baldacci,1998,4.0,36
The Skull Beneath the Skin,P. D. James,1982,4.0,19
The English Patient,Michael Ondaatje,1992,3.86,4
2nd Chance,James Patterson,2002,5.0,101
The Glass Menagerie,Tennessee Williams,1945,3.73,3
Wicked,Gregory Maguire,1995,4.0,3
These Happy Golden Years,Laura Ingalls Wilder,1943,5.0,9
By the Shores of Silver Lake,Laura Ingalls Wilder,1924,5.0,9
Captain Underpants and the Attack of the Talking Toilets,Dav Pilkey,1996,5.0,22
Henry Huggins,Beverly Cleary,1950,5.0,24
Can Such Things Be? [24 stories],Ambrose Bierce,1924,4.0,8
The Quiet American,Graham Greene,1940,4.0,20
Little Town on the Prairie,Laura Ingalls Wilder,1941,5.0,9
The Loved One,Evelyn Waugh,1948,4.0,7
Il barone rampante,Italo Calvino,1957,5.0,8
Jerry of the Islands,Jack London,1916,4.0,22
The Black Dahlia,James Ellroy,1987,4.0,9
Contact,Carl Sagan,1985,5.0,1
Message from Nam,Danielle Steel,1980,5.0,30
Wizard's First Rule,Terry Goodkind,1994,5.0,12
The Secret History,Donna Tartt,1992,4.16,3
Jonathan Strange and Mr. Norrell,Susanna Clarke,2001,5.0,2
Doctor Sleep,Stephen King,2013,5.0,70
The Corrections,Jonathan Franzen,2001,3.84,1
Riders of the Purple Sage,Zane Grey,1912,4.0,8
Artemis Fowl and the Arctic Incident,Eoin Colfer,2001,4.0,13
A Taste for Death,P. D. James,1986,5.0,19
Lords and Ladies,Terry Pratchett,1992,5.0,54
The Wee Free Men,Terry Pratchett,1994,5.0,54
Dolores Claiborne,Stephen King,1992,4.0,70
Shall we tell the President?,Jeffrey Archer,1977,4.0,24
Along Came a Spider,James Patterson,1993,5.0,101
The Father Christmas letters,J.R.R. Tolkien,1976,5.0,14
Farmer Duck,Martin Waddell,1991,4.0,4
The Name of the Wind,Patrick Rothfuss,2007,5.0,2
Little Bear's Visit,Else Holmelund Minarik,1961,5.0,5
"Over Sea, Under Stone (The Dark Is Rising #1)",Susan Cooper,1965,5.0,7
My Sister's Keeper,Jodi Picoult,2004,5.0,2
Dinner at the Homesick Restaurant,Anne Tyler,1982,5.0,2
The Door into Summer,Robert A. Heinlein,1957,5.0,28
Under the Dome,Stephen King,1925,3.93,70
Bleach,Tite Kubo,2004,5.0,1
Congo,Michael Crichton,1980,4.0,18
A ilustre casa de Ramires,Eça de Queiroz,1900,5.0,7
Abel's Island,William Steig,1976,4.0,9
Ringworld,Larry Niven,1970,5.0,5
The Third Man,Graham Greene,1935,4.0,20
Oryx and Crake,Margaret Atwood,2002,5.0,15
The Road to Wigan Pier,George Orwell,1937,4.0,10
Frog and Toad All Year,Arnold Lobel,1976,5.0,9
Heaven,V. C. Andrews,1985,5.0,25
The Shelters of Stone,Jean M. Auel,2001,5.0,6
Tarzan's guest,Edgar Rice Burroughs,1936,4.0,30
Children of Dune,Frank Herbert,1976,5.0,11
A Mind to Murder,P. D. James,1963,5.0,19
Something Fresh,P. G. Wodehouse,1915,4.0,32
Mrs. Warren's Profession,George Bernard Shaw,1905,4.0,3
Wyrd Sisters,Terry Pratchett,1988,5.0,54
Sourcery,Terry Pratchett,1988,5.0,54
Arc de triomphe,Erich Maria Remarque,1945,5.0,11
The Third Wheel,Jeff Kinney,2003,5.0,12
The Ocean at the End of the Lane,Neil Gaiman,2013,4.02,15
Redwall (Redwall #1),Brian Jacques,1986,5.0,15
Wolves of the Calla,Stephen King,2003,4.0,70
The Ugly Truth,Jeff Kinney,2001,4.0,12
"For the Defence, Dr Thorndyke",R. Austin Freeman,1934,5.0,8
Del amor y otros demonios,Gabriel García Márquez,1994,5.0,13
Podkayne of Mars,Robert A. Heinlein,1960,4.0,28
Stellaluna,Janell Cannon,1990,5.0,1
Maggie,Stephen Crane,1930,5.0,4
The confidential agent,Graham Greene,1939,5.0,20
The Very Busy Spider,Eric Carle,1984,5.0,16
A Damsel in Distress,P. G. Wodehouse,1900,4.0,32
Lucky Jim,Kingsley Amis,1953,4.0,1
Benim Adım Kırmızı,Orhan Pamuk,1998,5.0,6
The tale of Mrs. Tittlemouse,Beatrix Potter,1910,4.0,21
The scandal of Father Brown,Gilbert Keith Chesterton,1935,4.0,15
"Good Sports (Clifford the Big Red Dog Phonics Fun Reading Program, Book 2)",Francie Alexander,2003,4.0,1
The Tale of the Flopsy Bunnies,Beatrix Potter,1909,4.0,21
God's Little Acre,Erskine Caldwell,1933,4.0,2
The Apprenticeship of Duddy Kravitz,Mordecai Richler,1959,5.0,1
The Satanic Verses,Salman Rushdie,1988,5.0,11
Hannibal,Thomas Harris,1999,5.0,5
Watchers,Dean Koontz,1987,4.19,48
Gone Girl,Gillian Flynn,2011,4.14,3
The Gods Themselves,Isaac Asimov,1972,5.0,25
Doctor De Soto,William Steig,1982,5.0,9
Small Gods,Terry Pratchett,1992,4.0,54
"Rabbit, Run",John Updike,1960,5.0,5
A Hat Full of Sky,Terry Pratchett,2004,4.0,54
Total control,David Baldacci,1996,5.0,36
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E. L. Konigsburg,1967,4.16,2
For the Term of His Natural Life,Marcus Clarke,1953,5.0,1
Rosemary's Baby,Ira Levin,1900,4.0,4
The magic Faraway Tree,Enid Blyton,1943,5.0,38
The True Confessions of Charlotte Doyle,Avi,1990,5.0,3
Against the grain,Joris-Karl Huysmans,1922,5.0,2
Farmer Boy,Laura Ingalls Wilder,1933,5.0,9
11/22/63,Stephen King,1925,4.34,70
Ramona and Her Mother,Beverly Cleary,1979,5.0,24
The Titan's Curse,Rick Riordan,2007,5.0,18
"Sarah, plain and tall",Patricia MacLachlan,1985,5.0,3
Wide Sargasso Sea,Jean Rhys,1966,5.0,2
Whiteoak heritage,Mazo de la Roche,1940,4.0,4
Astérix et les Normands,René Goscinny,1966,5.0,17
Die Bremer Stadtmusikanten,Brothers Grimm,1922,4.0,2
Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space,Dav Pilkey,1999,5.0,22
Wish You Well,David Baldacci,2000,4.0,36
