rank,rank_last_week,weeks_on_list,asterisk,dagger,primary_isbn10,primary_isbn13,publisher,description,price,title,author,contributor,contributor_note,book_image,book_image_width,book_image_height,amazon_product_url,age_group,book_review_link,first_chapter_link,sunday_review_link,article_chapter_link,isbns,buy_links,book_uri
6,5,3,0,0,0399562478,9780399562471,Pamela Dorman/Viking,Louisa Clark moves to New York and is torn between high society and the life she enjoys at a vintage clothing store.,0.00,STILL ME,Jojo Moyes,by Jojo Moyes,,https://storage.googleapis.com/du-prd/books/images/9780399562471.jpg,328,495,https://www.amazon.com/Still-Me-Novel-Jojo-Moyes-ebook/dp/B073YTMMQS?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0399562451', 'isbn13': '9780399562457'}, {'isbn10': '0399562478', 'isbn13': '9780399562471'}, {'isbn10': '0525530169', 'isbn13': '9780525530169'}, {'isbn10': '0525530150', 'isbn13': '9780525530152'}, {'isbn10': '039956246X', 'isbn13': '9780399562464'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Still-Me-Novel-Jojo-Moyes-ebook/dp/B073YTMMQS?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780399562471?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780399562471'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FSTILL%2BME%2FJojo%2BMoyes%2F9780399562471'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780399562471'}]",nyt://book/ed7abc93-029f-5c5a-a992-e8b954466048
7,8,13,0,0,0307887448,9780307887443,Broadway,"It’s 2044, life on a resource-depleted Earth has grown increasingly grim, and the key to a vast fortune is hidden in a virtual-reality world.",0.00,READY PLAYER ONE,Ernest Cline,by Ernest Cline,,https://storage.googleapis.com/du-prd/books/images/9780307887443.jpg,317,495,http://www.amazon.com/Ready-Player-One-Ernest-Cline/dp/030788743X?tag=thenewyorktim-20,,https://www.nytimes.com/2011/08/15/books/ready-player-one-by-ernest-cline-review.html,,,,"[{'isbn10': '030788743X', 'isbn13': '9780307887436'}, {'isbn10': '0307887448', 'isbn13': '9780307887443'}, {'isbn10': '0307887456', 'isbn13': '9780307887450'}, {'isbn10': '1524755613', 'isbn13': '9781524755614'}, {'isbn10': '1524763284', 'isbn13': '9781524763282'}, {'isbn10': '0606264124', 'isbn13': '9780606264129'}, {'isbn10': '0804190135', 'isbn13': '9780804190138'}, {'isbn10': '0804190143', 'isbn13': '9780804190145'}, {'isbn10': '0307913147', 'isbn13': '9780307913142'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Ready-Player-One-Ernest-Cline/dp/030788743X?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780307887443?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780307887443'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FREADY%2BPLAYER%2BONE%2FErnest%2BCline%2F9780307887443'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780307887443'}]",nyt://book/be1b0dcd-1d37-565e-bcd8-d4a3366fc5d3
8,0,1,0,0,1501140108,9781501140105,Scribner,"A counterintelligence chief and her lover, who is a C.I.A. agent, learn of Vladimir Putin’s plan to assassinate a United States official.",0.00,THE KREMLIN'S CANDIDATE,Jason Matthews,by Jason Matthews,,https://storage.googleapis.com/du-prd/books/images/9781501140105.jpg,328,495,https://www.amazon.com/Kremlins-Candidate-Novel-Sparrow-Trilogy-ebook/dp/B01HMXRXSY?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1501140086', 'isbn13': '9781501140082'}, {'isbn10': '1501140108', 'isbn13': '9781501140105'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Kremlins-Candidate-Novel-Sparrow-Trilogy-ebook/dp/B01HMXRXSY?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781501140105?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781501140105'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BKREMLIN%2527S%2BCANDIDATE%2FJason%2BMatthews%2F9781501140105'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781501140105'}]",nyt://book/16978d0b-ef8e-51cc-97de-abb9abaad1e3
9,7,17,0,0,0735224307,9780735224308,Penguin Press,An artist upends a quiet town outside Cleveland.,0.00,LITTLE FIRES EVERYWHERE,Celeste Ng,by Celeste Ng,,https://storage.googleapis.com/du-prd/books/images/9780735224308.jpg,328,495,https://www.amazon.com/Little-Fires-Everywhere-Celeste-Ng-ebook/dp/B01N4VW75U?tag=thenewyorktim-20,,https://www.nytimes.com/2017/09/25/books/review/little-fires-everywhere-celeste-ng.html,,,,"[{'isbn10': '0735224293', 'isbn13': '9780735224292'}, {'isbn10': '0735224307', 'isbn13': '9780735224308'}, {'isbn10': '0525498079', 'isbn13': '9780525498070'}, {'isbn10': '0525498060', 'isbn13': '9780525498063'}, {'isbn10': '0735224315', 'isbn13': '9780735224315'}, {'isbn10': '1984832921', 'isbn13': '9781984832924'}, {'isbn10': '014313566X', 'isbn13': '9780143135661'}, {'isbn10': '052549877X', 'isbn13': '9780525498773'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Little-Fires-Everywhere-Celeste-Ng-ebook/dp/B01N4VW75U?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780735224308?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780735224308'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FLITTLE%2BFIRES%2BEVERYWHERE%2FCeleste%2BNg%2F9780735224308'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780735224308'}]",nyt://book/705863ae-d7be-56bf-a67d-8ec25142e182
10,3,2,0,0,1524742058,9781524742058,Dutton,Sergeant Detective D.D. Warren teams up with a torture survivor to find a missing teenager whose family members were gunned down.,0.00,LOOK FOR ME,Lisa Gardner,by Lisa Gardner,,https://storage.googleapis.com/du-prd/books/images/9781524742065.jpg,328,495,https://www.amazon.com/Look-Me-D-Warren-ebook/dp/B071F6MF7H?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1524742058', 'isbn13': '9781524742058'}, {'isbn10': '1524742066', 'isbn13': '9781524742065'}, {'isbn10': '1536609498', 'isbn13': '9781536609493'}, {'isbn10': '153660951X', 'isbn13': '9781536609516'}, {'isbn10': '1536609501', 'isbn13': '9781536609509'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Look-Me-D-Warren-ebook/dp/B071F6MF7H?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781524742058?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781524742058'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FLOOK%2BFOR%2BME%2FLisa%2BGardner%2F9781524742058'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781524742058'}]",nyt://book/bd56c709-6a73-5077-a4db-fe224b46c5b2
11,6,3,0,0,125016155X,9781250161550,St. Martin's,Lieutenant Eve Dallas must find a killer inspired by police thrillers before another victim is murdered.,0.00,DARK IN DEATH,JD Robb,by J.D. Robb,,https://storage.googleapis.com/du-prd/books/images/9781250161550.jpg,303,495,https://www.amazon.com/Dark-Death-Dallas-Novel-Book-ebook/dp/B071ZZN5BW?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1250161533', 'isbn13': '9781250161536'}, {'isbn10': '125016155X', 'isbn13': '9781250161550'}, {'isbn10': '1536696889', 'isbn13': '9781536696882'}, {'isbn10': '1536696897', 'isbn13': '9781536696899'}, {'isbn10': '1543638481', 'isbn13': '9781543638486'}, {'isbn10': '1536696900', 'isbn13': '9781536696905'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Dark-Death-Dallas-Novel-Book-ebook/dp/B071ZZN5BW?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250161550?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250161550'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FDARK%2BIN%2BDEATH%2FJD%2BRobb%2F9781250161550'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781250161550'}]",nyt://book/77c1cfba-94d3-5856-8b9b-b8d2ff1bac5b
12,9,21,0,0,0425284697,9780425284698,Ballantine,A South Carolina lawyer learns about the questionable practices of a Tennessee orphanage.,0.00,BEFORE WE WERE YOURS,Lisa Wingate,by Lisa Wingate,,https://storage.googleapis.com/du-prd/books/images/9780425284681.jpg,330,495,https://www.amazon.com/Before-We-Were-Yours-Novel/dp/0425284689?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0425284689', 'isbn13': '9780425284681'}, {'isbn10': '0425284697', 'isbn13': '9780425284698'}, {'isbn10': '1524797308', 'isbn13': '9781524797300'}, {'isbn10': '1432839128', 'isbn13': '9781432839123'}, {'isbn10': '0425284700', 'isbn13': '9780425284704'}, {'isbn10': '1984833030', 'isbn13': '9781984833037'}, {'isbn10': '1432877585', 'isbn13': '9781432877583'}, {'isbn10': '0593599004', 'isbn13': '9780593599006'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Before-We-Were-Yours-Novel/dp/0425284689?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780425284698?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780425284698'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FBEFORE%2BWE%2BWERE%2BYOURS%2FLisa%2BWingate%2F9780425284698'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780425284698'}]",nyt://book/1a6fb174-dd0c-564e-83b7-d00ec45d52cd
13,10,6,0,0,125013093X,9781250130938,St. Martin's,The story of a love triangle is told from several points of view.,0.00,THE WIFE BETWEEN US,Greer Hendricks and Sarah Pekkanen,by Greer Hendricks and Sarah Pekkanen,,https://storage.googleapis.com/du-prd/books/images/9781250130921.jpg,326,495,https://www.amazon.com/Wife-Between-Us-Novel/dp/1250130921?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1250130921', 'isbn13': '9781250130921'}, {'isbn10': '125013093X', 'isbn13': '9781250130938'}, {'isbn10': '1427293031', 'isbn13': '9781427293039'}, {'isbn10': '1250130948', 'isbn13': '9781250130945'}, {'isbn10': '1432857959', 'isbn13': '9781432857950'}, {'isbn10': '1250133319', 'isbn13': '9781250133311'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Wife-Between-Us-Novel/dp/1250130921?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250130938?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250130938'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BWIFE%2BBETWEEN%2BUS%2FGreer%2BHendricks%2Band%2BSarah%2BPekkanen%2F9781250130938'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781250130938'}]",nyt://book/412f8d0a-dcb9-54d9-a381-ebd4d304dcb0
14,11,20,0,0,0385514239,9780385514231,Doubleday,A symbology professor goes on a perilous quest with a beautiful museum director.,0.00,ORIGIN,Dan Brown,by Dan Brown,,https://storage.googleapis.com/du-prd/books/images/9780385542692.jpg,327,495,https://www.amazon.com/Origin-Novel-Dan-Brown-ebook/dp/B01LY7FD0D?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0385514239', 'isbn13': '9780385514231'}, {'isbn10': '0385542690', 'isbn13': '9780385542692'}, {'isbn10': '0525434305', 'isbn13': '9780525434306'}, {'isbn10': '0739319302', 'isbn13': '9780739319307'}, {'isbn10': '0739319264', 'isbn13': '9780739319260'}, {'isbn10': '0739319299', 'isbn13': '9780739319291'}, {'isbn10': '0739319272', 'isbn13': '9780739319277'}, {'isbn10': '0525563695', 'isbn13': '9780525563693'}, {'isbn10': '0525563709', 'isbn13': '9780525563709'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Origin-Novel-Dan-Brown-ebook/dp/B01LY7FD0D?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780385514231?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780385514231'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FORIGIN%2FDan%2BBrown%2F9780385514231'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780385514231'}]",nyt://book/c13db3b1-8c76-5cd4-8b97-32f2dca7b183
15,0,1,0,0,039959289X,9780399592898,Dial,A scandal from the past threatens to shake up a seemingly perfect marriage.,0.00,SURPRISE ME,Sophie Kinsella,by Sophie Kinsella,,https://storage.googleapis.com/du-prd/books/images/9780399592898.jpg,328,495,https://www.amazon.com/Surprise-Me-Novel-Sophie-Kinsella-ebook/dp/B071JKQVKG?tag=thenewyorktim-20,,,,,,"[{'isbn10': '039959289X', 'isbn13': '9780399592898'}, {'isbn10': '0399592881', 'isbn13': '9780399592881'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Surprise-Me-Novel-Sophie-Kinsella-ebook/dp/B071JKQVKG?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780399592898?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780399592898'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FSURPRISE%2BME%2FSophie%2BKinsella%2F9780399592898'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780399592898'}]",nyt://book/0896a317-4a1c-58c5-bdca-aa94e40c0288
1,2,23,0,0,0735219117,9780735219113,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",0.00,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,https://storage.googleapis.com/du-prd/books/images/9780735219090.jpg,328,495,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens/dp/0735219095?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0735219095', 'isbn13': '9780735219090'}, {'isbn10': '0735219117', 'isbn13': '9780735219113'}, {'isbn10': '0525640371', 'isbn13': '9780525640370'}, {'isbn10': '0593105419', 'isbn13': '9780593105412'}, {'isbn10': '0593187989', 'isbn13': '9780593187982'}, {'isbn10': '0525640363', 'isbn13': '9780525640363'}, {'isbn10': '0735219109', 'isbn13': '9780735219106'}, {'isbn10': '0593540484', 'isbn13': '9780593540480'}, {'isbn10': '0593540352', 'isbn13': '9780593540350'}, {'isbn10': '1984827618', 'isbn13': '9781984827616'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens/dp/0735219095?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780735219113?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780735219113'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FWHERE%2BTHE%2BCRAWDADS%2BSING%2FDelia%2BOwens%2F9780735219113'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780735219113'}]",nyt://book/035f3630-d500-57ed-9477-8722a648da0d
2,6,23,0,0,0062797158,9780062797155,Harper,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.,0.00,THE TATTOOIST OF AUSCHWITZ,Heather Morris,by Heather Morris,,https://storage.googleapis.com/du-prd/books/images/9780062797155.jpg,328,495,https://www.amazon.com/Tattooist-Auschwitz-Novel-Heather-Morris/dp/0062797158?tag=thenewyorktim-20,,https://www.nytimes.com/2018/11/16/books/review/tattooist-auschwitz-heather-morris.html,,,,"[{'isbn10': '0062797158', 'isbn13': '9780062797155'}, {'isbn10': '0062797166', 'isbn13': '9780062797162'}, {'isbn10': '006287067X', 'isbn13': '9780062870674'}, {'isbn10': '0062866990', 'isbn13': '9780062866998'}, {'isbn10': '0063413108', 'isbn13': '9780063413108'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Tattooist-Auschwitz-Novel-Heather-Morris/dp/0062797158?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780062797155?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780062797155'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BTATTOOIST%2BOF%2BAUSCHWITZ%2FHeather%2BMorris%2F9780062797155'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780062797155'}]",nyt://book/f61306e8-2543-561b-bbde-78c9d188cb39
3,1,2,0,0,1250201586,9781250201584,St. Martin's,Eve Dallas scours tattoo parlors and strip joints for clues to the cause of Lyle Pickering’s mysterious death.,0.00,CONNECTIONS IN DEATH,JD Robb,by J.D. Robb,,https://storage.googleapis.com/du-prd/books/images/9781250201584.jpg,326,495,https://www.amazon.com/Connections-Death-Dallas-Novel-Book-ebook/dp/B07D2C2J66?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1250201578', 'isbn13': '9781250201577'}, {'isbn10': '1250201586', 'isbn13': '9781250201584'}, {'isbn10': '1250318114', 'isbn13': '9781250318114'}, {'isbn10': '1250308151', 'isbn13': '9781250308153'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Connections-Death-Dallas-Novel-Book-ebook/dp/B07D2C2J66?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250201584?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250201584'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FCONNECTIONS%2BIN%2BDEATH%2FJD%2BRobb%2F9781250201584'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781250201584'}]",nyt://book/cc7907ca-c7b7-55fd-abb0-1ed1e6f65866
4,7,3,0,0,0778330273,9780778330271,Park Row,Grace Healey investigates the fates of 12 women who were sent to occupied Europe to help the resistance during World War II.,0.00,THE LOST GIRLS OF PARIS,Pam Jenoff,by Pam Jenoff,,https://storage.googleapis.com/du-prd/books/images/9780778330271.jpg,330,495,https://www.amazon.com/Lost-Girls-Paris-Novel/dp/0778330273?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0778330273', 'isbn13': '9780778330271'}, {'isbn10': '1460398769', 'isbn13': '9781460398760'}, {'isbn10': '0778308618', 'isbn13': '9780778308614'}, {'isbn10': '1432858777', 'isbn13': '9781432858773'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Lost-Girls-Paris-Novel/dp/0778330273?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780778330271?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780778330271'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BLOST%2BGIRLS%2BOF%2BPARIS%2FPam%2BJenoff%2F9780778330271'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780778330271'}]",nyt://book/77045b30-deba-5af5-8ad5-da84671017e0
5,3,2,0,0,1250301718,9781250301710,Celadon,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,0.00,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,https://storage.googleapis.com/du-prd/books/images/9781250301697.jpg,326,495,https://www.amazon.com/Silent-Patient-Alex-Michaelides/dp/1250301696?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1250301696', 'isbn13': '9781250301697'}, {'isbn10': '1250301718', 'isbn13': '9781250301710'}, {'isbn10': '1250317541', 'isbn13': '9781250317544'}, {'isbn10': '1432858645', 'isbn13': '9781432858643'}, {'isbn10': '125030170X', 'isbn13': '9781250301703'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Silent-Patient-Alex-Michaelides/dp/1250301696?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250301710?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250301710'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BSILENT%2BPATIENT%2FAlex%2BMichaelides%2F9781250301710'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781250301710'}]",nyt://book/14a09541-1873-56a1-8900-c55dd70a7314
